region_id,region_name,country,color
1847,Boksitogorsk,Careoti,#999999
1848,Demyansk,Careoti,#999999
1849,Firovo,Careoti,#999999
1850,Bologoe,Careoti,#999999
1851,Okulovka,Careoti,#999999
1852,Ruch'i,Careoti,#999999
1853,Loshnya,Careoti,#999999
1854,Valday,Careoti,#999999
1855,Udomlya,Careoti,#999999
1856,Megletsy,Careoti,#999999
1857,Ustiutskoe,Careoti,#999999
2317,Carnium,Carni,#064E3B
2318,Emona,Carni,#064E3B
2319,Longaticum,Carni,#064E3B
198,Carnutes,Carnutes,#B0BC00
257,Carpetania,Carpetani,#B0BC00
262,Iplacea,Carpetani,#B0BC00
393,Carpi,Carpi,#FCC400
52,Nura (Sardinia),Carthage,#E4DDE6
53,Sulki (Sardinia),Carthage,#E4DDE6
54,Karali (Sardinia),Carthage,#E4DDE6
58,Jebel el Mellaha Mountain (Carthago),Carthage,#E4DDE6
96,Rucuma (Carthago),Carthage,#E4DDE6
101,'Otnot (Carthago),Carthage,#E4DDE6
112,Qart Mem (Byzacena),Carthage,#E4DDE6
113,'Arromon Byzacena (Byzacena),Carthage,#E4DDE6
116,'Oz 'Oppon (Byzacena),Carthage,#E4DDE6
119,Masclinae (Byzacena),Carthage,#E4DDE6
147,Boujlida Mountain (Carthago),Carthage,#E4DDE6
166,Aïn Zana Mountain (Carthago),Carthage,#E4DDE6
184,Djebel Zaghouan Mountain (Carthago),Carthage,#E4DDE6
218,'Ishoq (Byzacena),Carthage,#E4DDE6
219,Tabira (Byzacena),Carthage,#E4DDE6
249,Tirm (Sicily),Carthage,#E4DDE6
340,Djebel Zaghdoud Mountains (Carthago),Carthage,#E4DDE6
341,Bellejbel Mountains (Byzacena),Carthage,#E4DDE6
342,Tuburb (Carthago),Carthage,#E4DDE6
664,Tinismot (Carthago),Carthage,#E4DDE6
665,Ureu (Carthago),Carthage,#E4DDE6
666,Habbir-Ton (Carthago),Carthage,#E4DDE6
667,Bisqot (Carthago),Carthage,#E4DDE6
668,Purnosh (Carthago),Carthage,#E4DDE6
669,Limshot (Carthago),Carthage,#E4DDE6
670,Midiqqir (Carthago),Carthage,#E4DDE6
671,Ulizibbira (Carthago),Carthage,#E4DDE6
672,Parod (Carthago),Carthage,#E4DDE6
673,'Apet Bogin (Carthago),Carthage,#E4DDE6
674,Shoresh (Carthago),Carthage,#E4DDE6
679,Tapshor (Byzacena),Carthage,#E4DDE6
680,Baror (Byzacena),Carthage,#E4DDE6
811,Uzali Sar (Carthago),Carthage,#E4DDE6
813,Hush'ol (Byzacena),Carthage,#E4DDE6
816,Wagot (Byzacena),Carthage,#E4DDE6
817,Tzobir (Carthago),Carthage,#E4DDE6
818,Tapror (Byzacena),Carthage,#E4DDE6
819,Ta'Inot (Byzacena),Carthage,#E4DDE6
820,Aeliae (Byzacena),Carthage,#E4DDE6
821,Qart Tenes (West Numida),Carthage,#E4DDE6
823,Port Magnus (West Numida),Carthage,#E4DDE6
1042,'I Nun (Malta),Carthage,#E4DDE6
2412,Le-Lubim (Sicily),Carthage,#E4DDE6
2415,Ziz (Sicily),Carthage,#E4DDE6
2416,Hyccara (Sicily),Carthage,#E4DDE6
2427,Gurgua (Sardinia),Carthage,#E4DDE6
2428,Sarcapos (Sardinia),Carthage,#E4DDE6
2431,Serdan (Sardinia),Carthage,#E4DDE6
2432,Samas (Sardinia),Carthage,#E4DDE6
2434,Othoca (Sardinia),Carthage,#E4DDE6
2436,Tharros (Sardinia),Carthage,#E4DDE6
2437,Sanaphar (Sardinia),Carthage,#E4DDE6
2438,Carbia (Sardinia),Carthage,#E4DDE6
2447,Phausiane (Sardinia),Carthage,#E4DDE6
2460,Qart Hadasht (Carthago),Carthage,#E4DDE6
2461,Kapir (Carthago),Carthage,#E4DDE6
2464,Kirob (Carthago),Carthage,#E4DDE6
2465,Mator (Carthago),Carthage,#E4DDE6
2466,Tamdu' (Carthago),Carthage,#E4DDE6
2468,Kinna Thabracania (Carthago),Carthage,#E4DDE6
2470,Tabrak'on (Carthago),Carthage,#E4DDE6
2471,Vaga (Carthago),Carthage,#E4DDE6
2475,'Ashshur (Byzacena),Carthage,#E4DDE6
2477,Tzamoh (Carthago),Carthage,#E4DDE6
2478,Tigniqot (Carthago),Carthage,#E4DDE6
2479,Tubgog (Carthago),Carthage,#E4DDE6
2480,'Anobaresh (Carthago),Carthage,#E4DDE6
2481,Tamdu (Carthago),Carthage,#E4DDE6
2482,Tiburibshi (Carthago),Carthage,#E4DDE6
2485,'I Ranim (Pantelleria),Carthage,#E4DDE6
2505,Tuniza (East Numida),Carthage,#E4DDE6
2506,'Oppon (East Numida),Carthage,#E4DDE6
2507,Kulkitani (East Numida),Carthage,#E4DDE6
2508,Rush 'Ikkad (East Numida),Carthage,#E4DDE6
2519,Chullu (East Numida),Carthage,#E4DDE6
2520,Tokkot (East Numida),Carthage,#E4DDE6
2521,Igilgili (East Numida),Carthage,#E4DDE6
2548,Choba (East Numida),Carthage,#E4DDE6
2549,Muslubium (East Numida),Carthage,#E4DDE6
2557,Saldi (West Numida),Carthage,#E4DDE6
2559,Rush 'Oz (West Numida),Carthage,#E4DDE6
2560,Bida (West Numida),Carthage,#E4DDE6
2561,'I 'Ommon (West Numida),Carthage,#E4DDE6
2562,Rush 'Iqqore (West Numida),Carthage,#E4DDE6
2563,Rush Ga'on (West Numida),Carthage,#E4DDE6
2600,Portus Divinus (West Numida),Carthage,#E4DDE6
2624,Tamuda (Tingitania),Carthage,#E4DDE6
2625,Tingi (Tingitania),Carthage,#E4DDE6
2669,Baylon (Conventus Gaditanus),Carthage,#E4DDE6
2670,Qart 'I (Conventus Gaditanus),Carthage,#E4DDE6
2671,Malako'  (Conventus Gaditanus),Carthage,#E4DDE6
2672,Menaqo  (Conventus Gaditanus),Carthage,#E4DDE6
2674,Tziktz  (Conventus Gaditanus),Carthage,#E4DDE6
2675,'Obed 'El  (Conventus Gaditanus),Carthage,#E4DDE6
2676,Murgi (Conventus Gaditanus),Carthage,#E4DDE6
2678,Aboula (Conventus Gaditanus),Carthage,#E4DDE6
2679,Baria (Conventus Gaditanus),Carthage,#E4DDE6
2680,Tarshish (Conventus Gaditanus),Carthage,#E4DDE6
2730,Safim (Rutubis),Carthage,#E4DDE6
2733,Amar (Rutubis),Carthage,#E4DDE6
2734,Rutubis (Rutubis),Carthage,#E4DDE6
2736,Azama (Rutubis),Carthage,#E4DDE6
2737,Anfa (Rutubis),Carthage,#E4DDE6
542,Carvetia,Carvetia,#a9e9f3
2364,Rostrum Nemaviae,Catenati,#22C55E
2365,Vindelecia,Catenati,#22C55E
2366,Venaxamodurum,Catenati,#22C55E
2367,Ambrae,Catenati,#22C55E
2368,Celeusum,Catenati,#22C55E
2294,Scingomagus,Caturigi,#113523
2295,Catorissium,Caturigi,#113523
2296,Eburodunum,Caturigi,#113523
149,Albanica,Caucasian Albania,#0062B1
150,Albanica Septentrionalis,Caucasian Albania,#0062B1
1547,Cedu,Cedu,#86EFAC
2435,Hydata (Sardinia),Celesitani,#22C55E
2439,Makopsis (Sardinia),Celesitani,#22C55E
258,Alce,Celtiberi,#239852
259,Lobetania,Celtiberi,#239852
263,Numantia,Celtiberi,#239852
165,Celtici,Celtici,#687100
256,Capara,Celtici,#687100
2247,Bretina (Venetia),Cenomanni,#68BC00
2248,Verona (Venetia),Cenomanni,#68BC00
2249,Mantua (Venetia),Cenomanni,#68BC00
2250,Bedriacum (Transpadana),Cenomanni,#68BC00
2251,Cremona (Transpadana),Cenomanni,#68BC00
2252,Ariolica (Transpadana),Cenomanni,#68BC00
2253,Brixia (Transpadana),Cenomanni,#68BC00
2707,Tindite (Mauretania),Cetiana,#ff9a35
2708,Orjane (Mauretania),Cetiana,#ff9a35
2709,Missour (Mauretania),Cetiana,#ff9a35
2710,Ksabi (Drâa-Tafilalet),Cetiana,#ff9a35
2711,Izdeg,Cetiana,#ff9a35
2712,Tounfit (Drâa-Tafilalet),Cetiana,#ff9a35
2713,Boumia (Drâa-Tafilalet),Cetiana,#ff9a35
2714,Zarhour (Drâa-Tafilalet),Cetiana,#ff9a35
2715,Aghbala  (Drâa-Tafilalet),Cetiana,#ff9a35
2716,Kerrouchen (Tadla),Cetiana,#ff9a35
518,Chaidinia,Chaidinia,#D33115
478,Chamavia,Chamavia,#ff9b37
629,Chansen,Chansen,#CCCCCC
987,Charklik,Charklik,#6D28D9
506,Charudia,Charudia,#F44E3B
479,Chattia,Chattia,#C45100
477,Chaucia,Chaucia,#b8440c
482,Chausaria,Chausaria,#FB9E00
940,Chera,Chera,#16A34A
3130,Kalos Limen (Bosporanum),Chersonesus,#68CCCA
3131,Kerkinitis (Taurica),Chersonesus,#68CCCA
3132,Partheneion (Taurica),Chersonesus,#68CCCA
3133,Chersonesus (Taurica),Chersonesus,#68CCCA
232,Cheruscia,Cheruscia,#E27300
7,Langkasuka,Chi Tu,#A4DD00
942,Chola,Chola,#B91C1C
300,Lujiang,Chu,#FCC400
312,Jiujiang,Chu,#FCC400
878,Wu,Chu,#FCC400
879,Yancheng,Chu,#FCC400
880,Danyang,Chu,#FCC400
881,Yuzhang,Chu,#FCC400
882,Guangling,Chu,#FCC400
883,Donghai,Chu,#FCC400
884,Luling,Chu,#FCC400
885,Changsha,Chu,#FCC400
886,Changde,Chu,#FCC400
887,Wuling,Chu,#FCC400
888,Nan,Chu,#FCC400
889,Deng,Chu,#FCC400
891,Yicheng,Chu,#FCC400
892,Jiangxia,Chu,#FCC400
893,Nanyang,Chu,#FCC400
894,Runan,Chu,#FCC400
895,Pei,Chu,#FCC400
1536,Yingchuan,Chu,#FCC400
1537,Zhongyuan,Chu,#FCC400
1552,Lingling,Chu,#FCC400
508,Cimbria,Cimbria,#9F0500
120,Lazica,Cochis,#468000
121,Colchis Interna,Cochis,#468000
356,Colapiani,Colapiani,#FE9200
3707,Barzala (Commagene),Commagene,#A16207
3708,Nymphaios (Commagene),Commagene,#A16207
3709,Charmodara (Commagene),Commagene,#A16207
3710,Semsath (Commagene),Commagene,#A16207
3711,Perrhe (Commagene),Commagene,#A16207
3712,Nastai (Commagene),Commagene,#A16207
3713,Tarsa (Commagene),Commagene,#A16207
3714,Nisos (Commagene),Commagene,#A16207
3715,Adatha (Commagene),Commagene,#A16207
3716,Tyba (Commagene),Commagene,#A16207
3717,Markash (Commagene),Commagene,#A16207
3718,Oulnia (Commagene),Commagene,#A16207
1091,Condrusia,Condrusia,#86EFAC
164,Mirobrigentia,Conii,#A4DD00
274,Contestania,Contestani,#E27300
2440,Nure (Sardinia),Coracenses,#C4B5FD
2442,Gurulis (Sardinia),Coracenses,#C4B5FD
200,Coritania,Coritania,#157369
552,Cornavia,Cornavia,#0C797D
540,Cornovia,Cornovia,#68CCCA
392,Costoboces,Costobaces,#FB9E00
2369,Batavis,Cosuaneti,#B3E6CC
2370,Iovisura,Cosuaneti,#B3E6CC
1933,Northern Carpathian Mountains,Cotinia,#C4D5C6
1938,Poprad,Cotinia,#C4D5C6
1939,Rabka-Zdroj,Cotinia,#C4D5C6
757,Croton (Bruttium),Croton,#68CCCA
89,Medrion (Cyrenaica),Cyrene,#82B8CA
95,Astrochonda (Cyrenaica),Cyrene,#82B8CA
459,Korniklanon (Cyrenaica),Cyrene,#82B8CA
460,Chorotos (Cyrenaica),Cyrene,#82B8CA
461,Kainon (Cyrenaica),Cyrene,#82B8CA
462,Serapeion (Cyrenaica),Cyrene,#82B8CA
463,Amastor (Cyrenaica),Cyrene,#82B8CA
464,Chaminos (Cyrenaica),Cyrene,#82B8CA
465,Chersis (Cyrenaica),Cyrene,#82B8CA
466,Zaou Katastema (Cyrenaica),Cyrene,#82B8CA
467,Euesperides (Cyrenaica),Cyrene,#82B8CA
468,Stratonikeia Cyrenaike (Cyrenaica),Cyrene,#82B8CA
3063,Taucheira (Cyrenaica),Cyrene,#82B8CA
3200,Limen Barkias (Cyrenaica),Cyrene,#82B8CA
3201,Phykous (Cyrenaica),Cyrene,#82B8CA
3202,Cyrene (Cyrenaica),Cyrene,#82B8CA
3203,Chairekla (Cyrenaica),Cyrene,#82B8CA
3204,Barke (Cyrenaica),Cyrene,#82B8CA
3205,Balagrai (Cyrenaica),Cyrene,#82B8CA
3206,Apollonia Cyrenaike (Cyrenaica),Cyrene,#82B8CA
3207,Darnis (Cyrenaica),Cyrene,#82B8CA
3208,Aziris (Cyrenaica),Cyrene,#82B8CA
3209,Agabis (Cyrenaica),Cyrene,#82B8CA
3210,Marandis (Cyrenaica),Cyrene,#82B8CA
3211,Petra Mikra (Cyrenaica),Cyrene,#82B8CA
3212,Paliouros (Cyrenaica),Cyrene,#82B8CA
850,Daamot,Daamat,#194D33
345,Dalmati,Dalmati,#96382e
1124,Tamna,Damna,#4F46E5
546,Damnonia,Damnonia,#68CCCA
512,Danciona,Danciona,#F44E3B
347,Daorsi,Daorsi,#d17a50
2786,Boudenib (Saharan Atlas),Daphnitaea,#b5510f
2787,Guir (Saharan Atlas),Daphnitaea,#b5510f
2788,Bechar (Saharan Atlas),Daphnitaea,#b5510f
2789,Abadla (Saharan Atlas),Daphnitaea,#b5510f
2790,Shoshoba (Saharan Atlas),Daphnitaea,#b5510f
2791,Taghit (Saharan Atlas),Daphnitaea,#b5510f
2792,Goumi (Saharan Atlas),Daphnitaea,#b5510f
2793,Lahmar (Saharan Atlas),Daphnitaea,#b5510f
2794,Fendi (Saharan Atlas),Daphnitaea,#b5510f
2795,Figuig (Saharan Atlas),Daphnitaea,#b5510f
2796,Bourzeg (Saharan Atlas),Daphnitaea,#b5510f
2797,Sfissifa (Saharan Atlas),Daphnitaea,#b5510f
1078,Daqiuyuan,Daqiuyuan,#FDE047
354,Dardani,Dardani,#f5a89a
556,Darinia,Darinia,#68BC00
615,Xiwuzhu'er,Daze,#653294
538,Deceanglia,Deceanglia,#0C797D
2267,Libarna (Liguria),Dectuninia,#CCCCCC
785,Delphi (Boeotia),Delphi,#A4DD00
537,Demetia,Demetia,#0C797D
1577,Karakalpakstan,Derbices,#F5DDBC
1578,Prorva,Derbices,#F5DDBC
1579,Shetpe,Derbices,#F5DDBC
1247,Nosi-nay,Dewa,#3E2723
1248,Tou-nay,Dewa,#3E2723
1249,Hukama-nay,Dewa,#3E2723
901,Dian,Dian,#2DD4BF
361,Dindari,Dindari,#dc9145
1456,Khankh,Dingling,#374151
535,Dobbunia,Dobbunia,#0C797D
2279,Savo (Liguria),Docilia,#C4B5FD
3269,Boron (Kharga),Dodekaschoinos,#ACAAD9
3270,Simbel (Kharga),Dodekaschoinos,#ACAAD9
3271,Peherse (Aswan),Dodekaschoinos,#ACAAD9
3272,Serra (Aswan),Dodekaschoinos,#ACAAD9
3273,Kambousis (Aswan),Dodekaschoinos,#ACAAD9
3274,Tene (Aswan),Dodekaschoinos,#ACAAD9
3275,Nalot (Aswan),Dodekaschoinos,#ACAAD9
3276,Aramum (Aswan),Dodekaschoinos,#ACAAD9
3277,Takompsaw (Aswan),Dodekaschoinos,#ACAAD9
3278,Per-Selk (Aswan),Dodekaschoinos,#ACAAD9
3279,Qort (Aswan),Dodekaschoinos,#ACAAD9
3280,Talmes (Aswan),Dodekaschoinos,#ACAAD9
3282,Swenett (Aswan),Dodekaschoinos,#ACAAD9
3399,Hudi (Blemmia),Dodekaschoinos,#ACAAD9
1531,Gong,Dong Zhou,#CA8A04
614,Dayingzi,Donghue,#AB149E
616,Beipiao,Donghue,#AB149E
617,Chifeng,Donghue,#AB149E
916,Chengde,Donghue,#AB149E
1290,Tongyeong,Dongno,#FDE047
1291,Geoje,Dongno,#FDE047
1467,Dong Qiemi,Dongqiemi,#A5B4FC
1306,Gangneung,Dongye,#C45100
1307,Sokcho,Dongye,#C45100
1308,Hyeonnae,Dongye,#C45100
1309,Kosan-up,Dongye,#C45100
191,Drangiana,Drangiana,#16A5A5
533,Dumnonia,Dumnonia,#68CCCA
534,Durotrigia,Durotrigia,#0C797D
773,Dyme (Achaea),Dyme,#009CE0
1260,Sapporo,Ebetsu,#795548
1261,Yam-wakka-ru,Ebetsu,#795548
1262,Notka-an,Ebetsu,#795548
22,Eblania,Eblania,#B0BC00
824,Eburania,Eburani,#FB9E00
1092,Eburonia,Eburonia,#22C55E
275,Saguntum,Edetani,#C45100
3000,Elateia (Boeotia),Elatea,#808080
2155,Elea (Lucania),Elea,#CCCCCC
3190,Eleutherna (Crete),Eleutherna,#1BA0AB
202,Elis (Elis),Elis,#ffecb0
2413,Eryx (Sicily),Elymia,#F9A8D4
2414,Egesta (Sicily),Elymia,#F9A8D4
806,Emporion,Emporion,#16A5A5
781,Epidauros (Argolis),Epidauros,#0062B1
550,Epidia,Epidia,#0C797D
551,Dumnia,Epidia,#0C797D
3018,Kassope (Epirus),Epirus,#EAB308
3019,Dodona (Epirus),Epirus,#EAB308
3020,Toryne (Epirus),Epirus,#EAB308
3021,Phoinike (Epirus),Epirus,#EAB308
3022,Passaron (Epirus),Epirus,#EAB308
3023,Hekatompedon (Epirus),Epirus,#EAB308
3024,Orikon (Epirus),Epirus,#EAB308
368,Eravisci,Eravisci,#df2824
2988,Eretria (Euboea),Eretria,#B5D6FD
2989,Oichalia Euboike (Euboea),Eretria,#B5D6FD
2990,Styra (Euboea),Eretria,#B5D6FD
2991,Karystos (Euboea),Eretria,#B5D6FD
1257,Cir-o-p,Esan,#BCAAA4
1258,Poro-moy,Esan,#BCAAA4
1259,Kapar,Esan,#BCAAA4
2358,Cambodunum,Estioni,#064E3B
2360,Abodiacum,Estioni,#064E3B
2363,Novia,Estioni,#064E3B
100,Cisra (Etruria),Etruscan Confederation,#AB149E
126,Tarchuna (Etruria),Etruscan Confederation,#AB149E
132,Vesnth (Etruria),Etruscan Confederation,#AB149E
143,Velcal (Etruria),Etruscan Confederation,#AB149E
153,Mons Appenninus Cleusi (Etruria),Etruscan Confederation,#AB149E
154,Urina (Etruria),Etruscan Confederation,#AB149E
2178,Rusellae (Etruria),Etruscan Confederation,#AB149E
2179,Tlamun (Etruria),Etruscan Confederation,#AB149E
2180,Vatluna (Etruria),Etruscan Confederation,#AB149E
2181,Pupluna (Etruria),Etruscan Confederation,#AB149E
2182,Elba (Etruria),Etruscan Confederation,#AB149E
2183,Cleusi (Etruria),Etruscan Confederation,#AB149E
2184,Tuter (Etruria),Etruscan Confederation,#AB149E
2185,Persna (Etruria),Etruscan Confederation,#AB149E
2186,Mons Appenninus Arritim (Etruria),Etruscan Confederation,#AB149E
2187,Curtun (Etruria),Etruscan Confederation,#AB149E
2188,Arritim (Etruria),Etruscan Confederation,#AB149E
2189,Murlo (Etruria),Etruscan Confederation,#AB149E
2190,Saina (Etruria),Etruscan Confederation,#AB149E
2191,Birent (Etruria),Etruscan Confederation,#AB149E
2192,Velathera (Etruria),Etruscan Confederation,#AB149E
2193,Vada Velathri (Etruria),Etruscan Confederation,#AB149E
2194,Valvata (Etruria),Etruscan Confederation,#AB149E
2195,Pisna (Etruria),Etruscan Confederation,#AB149E
2196,Luna (Etruria),Etruscan Confederation,#AB149E
2197,Luc (Etruria),Etruscan Confederation,#AB149E
2198,Pistorim (Etruria),Etruscan Confederation,#AB149E
2199,Visal (Etruria),Etruscan Confederation,#AB149E
2201,Rubra (Corsica),Etruscan Confederation,#AB149E
2202,Alalia (Corsica),Etruscan Confederation,#AB149E
2203,Mariana (Corsica),Etruscan Confederation,#AB149E
2204,Centurinum (Corsica),Etruscan Confederation,#AB149E
510,Eudosia,Eudosia,#9F0500
1077,Fanzaiyuan,Fanzaiyuan,#7C3AED
2239,Feltrini (Venetia),Feltrini,#ffd8d7
1079,Fengbitou,Fengbitou,#F9A8D4
515,Firaesia,Firaesia,#9F0500
2337,Tiralia (Rhaetica),Focunati,#652510
2338,Foetes (Rhaetica),Focunati,#652510
484,Fosia,Fosia,#C45100
2141,Terventum (Samnium),Frentani,#C45100
2142,Buca (Samnium),Frentani,#C45100
2143,Gerumum (Samnium),Frentani,#C45100
473,West Frisia,Frisians,#C45100
475,East Frisia,Frisians,#C45100
656,Fugandulu,Fugandulu,#DB2777
876,Fulou,Fulou,#86EFAC
1416,Ussurijsk,Funie,#F9A8D4
1417,Jixi,Funie,#F9A8D4
1184,Tajima,Futakata,#FCA5A5
1185,Tango,Futakata,#FCA5A5
604,Da'an,Fuyu,#A5B4FC
605,Liaoyuan,Fuyu,#A5B4FC
606,Changchun,Fuyu,#A5B4FC
607,Jiutai,Fuyu,#A5B4FC
2667,Gadir (Conventus Gaditanus),Gadir,#831843
2668,Margalon  (Conventus Gaditanus),Gadir,#831843
2681,Central Saharan Atlas Mountains (Gaetulia),Gaetulia,#C45100
2682,Eastern Saharan Atlas Mountains (Gaetulia),Gaetulia,#C45100
2683,Western Saharan Atlas Mountains (Gaetulia),Gaetulia,#C45100
2684,Gemellae (Gaetulia),Gaetulia,#C45100
2685,Aqua Viva (Gaetulia),Gaetulia,#C45100
2686,Thubunae (Gaetulia),Gaetulia,#C45100
2687,Burgus Gaetulia (Gaetulia),Gaetulia,#C45100
2688,Mesarietta (Gaetulia),Gaetulia,#C45100
2689,Aurasius Superior (Gaetulia),Gaetulia,#C45100
2690,Lambafundi (Gaetulia),Gaetulia,#C45100
2691,Tabudium (Gaetulia),Gaetulia,#C45100
2692,Badias (Gaetulia),Gaetulia,#C45100
2693,Aurasius Inferior (Gaetulia),Gaetulia,#C45100
2694,Claudi (Gaetulia),Gaetulia,#C45100
2695,Mascula Tiberia (Gaetulia),Gaetulia,#C45100
2696,Leges Malores (Gaetulia),Gaetulia,#C45100
2697,Casae Nigrae (Gaetulia),Gaetulia,#C45100
2698,Midili (Gaetulia),Gaetulia,#C45100
2699,Ad Speculum (Gaetulia),Gaetulia,#C45100
2700,Ubaza Castellum (Gaetulia),Gaetulia,#C45100
2701,Cerva (Gaetulia),Gaetulia,#C45100
1762,Rozan,Galindia,#16A5A5
1764,Ostroleka,Galindia,#16A5A5
1765,Myszyniec,Galindia,#16A5A5
1767,Kolno,Galindia,#16A5A5
1768,Orzysz,Galindia,#16A5A5
1769,Korsze,Galindia,#16A5A5
1770,Pasym,Galindia,#16A5A5
1771,Ryn,Galindia,#16A5A5
1772,Olecko,Galindia,#16A5A5
264,Gallaeci,Gallaeci,#3a5b15
85,Gandhara,Gandhara,#FCA5A5
928,Gangga Negara,Gangga Negara,#EAB308
2910,Umm Abid (Shatti),Garamantes,#e6e2c1
2911,Brak (Shatti),Garamantes,#e6e2c1
2912,Mahruqah (Shatti),Garamantes,#e6e2c1
2913,Bergin (Shatti),Garamantes,#e6e2c1
2914,Dedris (Shatti),Garamantes,#e6e2c1
2915,Adri (Shatti),Garamantes,#e6e2c1
2916,Adwesa (Shatti),Garamantes,#e6e2c1
2917,Wanin (Shatti),Garamantes,#e6e2c1
2920,Samnu (Hayaa),Garamantes,#e6e2c1
2921,Sabha (Hayaa),Garamantes,#e6e2c1
2922,Chlef (Hayaa),Garamantes,#e6e2c1
2923,Gelah (Hayaa),Garamantes,#e6e2c1
2924,Lecksair (Hayaa),Garamantes,#e6e2c1
2925,Garama (Hayaa),Garamantes,#e6e2c1
2926,Zinchekra (Hayaa),Garamantes,#e6e2c1
2927,Gadduwah (Murzuq),Garamantes,#e6e2c1
2928,Murzuq (Murzuq),Garamantes,#e6e2c1
2929,Dujal (Murzuq),Garamantes,#e6e2c1
2930,Sharraba (Murzuq),Garamantes,#e6e2c1
2931,Baghira (Murzuq),Garamantes,#e6e2c1
2932,Tisit (Murzuq),Garamantes,#e6e2c1
2933,Traghen (Murzuq),Garamantes,#e6e2c1
2934,Zuwila (Murzuq),Garamantes,#e6e2c1
2935,Tmassah (Murzuq),Garamantes,#e6e2c1
2936,Tajerhi (Murzuq),Garamantes,#e6e2c1
2937,Qatrun (Murzuq),Garamantes,#e6e2c1
2938,Izam (Murzuq),Garamantes,#e6e2c1
2939,Mastutah (Murzuq),Garamantes,#e6e2c1
2940,Terbu (Murzuq),Garamantes,#e6e2c1
2941,Majdul (Murzuq),Garamantes,#e6e2c1
2942,Halfa (Murzuq),Garamantes,#e6e2c1
2943,Duweb (Murzuq),Garamantes,#e6e2c1
2944,Biyar (Murzuq),Garamantes,#e6e2c1
2945,Hidiglib (Murzuq),Garamantes,#e6e2c1
2946,Kuweib (Hayaa),Garamantes,#e6e2c1
2947,South Khafur (Shatti),Garamantes,#e6e2c1
385,Gaucoenses,Gaucoenses,#FB9E00
491,Gautigoths,Gautigoths,#9F0500
84,Gedrosia,Gedrosia,#68CCCA
2404,Gela (Sicily),Gela,#F9A8D4
1723,Samar,Gelonii,#E9F7B9
1724,Poltava,Gelonii,#E9F7B9
1725,Kozelshchyna,Gelonii,#E9F7B9
2336,Mastiacum (Rhaetica),Genauni,#B91C1C
2266,Genua (Liguria),Genua,#5D4037
454,Gerrah,Gerrah,#cccccc
384,Getae,Getae,#B0BC00
1301,Huenghae,Geungi,#4ADE80
1302,Andong,Gijeo,#CCCCCC
2823,Arelliorum (Nalut),Gindania,#d9d8aa
2824,North Jebil (Nalut),Gindania,#d9d8aa
2825,Tabria (Nalut),Gindania,#d9d8aa
2826,Bezereos (Nalut),Gindania,#d9d8aa
2827,Augemmi (Nalut),Gindania,#d9d8aa
2828,Naffatiyah (Nalut),Gindania,#d9d8aa
2829,Tabalati (Nalut),Gindania,#d9d8aa
2830,Mahalla (Nalut),Gindania,#d9d8aa
2831,Tisavar (Nalut),Gindania,#d9d8aa
2832,Tibubuci (Nalut),Gindania,#d9d8aa
2833,Recheb (Nalut),Gindania,#d9d8aa
362,Glinditioni,Glinditioni,#e6b9aa
1369,Huichon,Goguryeo,#FE9200
1370,Sakju-eup,Goguryeo,#FE9200
1371,Kopung-up,Goguryeo,#FE9200
1372,Kanggye,Goguryeo,#FE9200
1373,Linjiang,Goguryeo,#FE9200
1374,Baishan,Goguryeo,#FE9200
1375,Xinbin,Goguryeo,#FE9200
1376,Kuandian,Goguryeo,#FE9200
1377,Huanren,Goguryeo,#FE9200
1378,Dalu,Goguryeo,#FE9200
1379,Tonghua,Goguryeo,#FE9200
1289,Sacheon,Gojamidong,#F3F4F6
1314,Kwail-Up,Gojoseon,#009CE0
1315,Haeju,Gojoseon,#009CE0
1316,Anju,Gojoseon,#009CE0
1317,Yangdok-up,Gojoseon,#009CE0
1318,Goksan-eup,Gojoseon,#009CE0
1319,Sunchon,Gojoseon,#009CE0
1320,Kaesong,Gojoseon,#009CE0
1321,Kangdon-up,Gojoseon,#009CE0
1322,Unpa-up,Gojoseon,#009CE0
1323,Sariwon,Gojoseon,#009CE0
1324,Gangnam-eup,Gojoseon,#009CE0
1325,Nampo,Gojoseon,#009CE0
1326,Pyongyang,Gojoseon,#009CE0
1327,Jongju,Gojoseon,#009CE0
1328,Jinzhou,Gojoseon,#009CE0
1329,Beizhen,Gojoseon,#009CE0
1330,Panjin,Gojoseon,#009CE0
1331,Dengta,Gojoseon,#009CE0
1332,Dandong,Gojoseon,#009CE0
1333,Benxi,Gojoseon,#009CE0
1334,Donggang,Gojoseon,#009CE0
1335,Xiyugou,Gojoseon,#009CE0
1336,Anshan,Gojoseon,#009CE0
1337,Yingkou,Gojoseon,#009CE0
1338,Zhuanghe,Gojoseon,#009CE0
1339,Wafangdian,Gojoseon,#009CE0
1340,Pulandian,Gojoseon,#009CE0
1341,Dalian,Gojoseon,#009CE0
1047,Gomeritas (Canary Islands),Gomeritas,#CCCCCC
3745,Oros Masios (Corduene),Gordyene,#D33115
3784,Kef (Corduene),Gordyene,#D33115
3818,Chlomaron (Corduene),Gordyene,#D33115
3848,Pnaha (Corduene),Gordyene,#D33115
3871,Shfur (Corduene),Gordyene,#D33115
4008,Grai Darki (Corduene),Gordyene,#D33115
4021,Sthalih (Corduene),Gordyene,#D33115
